"","waluta","cena","Oferta od","Kategoria","Marka pojazdu","Model pojazdu","Wersja","Rok produkcji","Przebieg","Pojemnoœæ skokowa","Rodzaj paliwa","Moc","Skrzynia biegów","Napêd","Uszkodzony","Typ","Liczba drzwi","Liczba miejsc","Kolor","Metalik","Zarejestrowany w Polsce","Stan","Per³owy","Kraj pochodzenia","Pierwsza rejestracja","Numer rejestracyjny pojazdu","Serwisowany w ASO","VAT mar¿a","Mo¿liwoœæ finansowania","Faktura VAT","Bezwypadkowy","Leasing","Tuning","Pierwszy w³aœciciel","Generacja","Akryl (niemetalizowany)","Emisja CO2","Filtr cz¹stek sta³ych","Zarejestrowany jako zabytek","Gwarancja dealerska (w cenie)","Matowy","lub do (przebieg km)","VIN","Miesiêczna rata","Okres gwarancji producenta","Homologacja ciê¿arowa","Warranty if agreed with the buyer"
"1:778","PLN","10 300","Firmy","Osobowe","Audi","A4","Avant 2.5 TDI Quattro","2001","237 000 km","2 496 cm3","Diesel","180 KM","Manualna","4x4 (do³¹czany automatycznie)",NA,"Kombi","5","5","Srebrny","Tak","Tak","U¿ywane",NA,"Niemcy",NA,NA,NA,"Tak",NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:779","PLN","8 500","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","280 000 km","1 781 cm3","Benzyna+LPG","149 KM","Manualna",NA,NA,"Sedan","5","5","Niebieski",NA,NA,"U¿ywane",NA,NA,"18/04/2013","LPU34510",NA,NA,NA,NA,"Tak",NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,"288 000 km",NA,NA,NA,NA,NA
"1:780","PLN","8 000","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.4 Multitronic","2001","237 121 km","2 393 cm3","Benzyna","170 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","5","5","Czerwony",NA,"Tak","U¿ywane",NA,NA,"20/08/2002","PN7690A",NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:781","PLN","7 500","Osoby prywatnej","Osobowe","Audi","A4","ver-avant-2-0","2001","299 000 km","1 984 cm3","Benzyna+LPG","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Srebrny","Tak","Tak","U¿ywane",NA,"Holandia","26/06/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:782","PLN","9 594","Osoby prywatnej","Osobowe","Audi","A4",NA,"2001","238 000 km","1 984 cm3","Benzyna+LPG","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Niebieski",NA,"Tak","U¿ywane",NA,"Polska",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:783","PLN","6 900","Firmy","Osobowe","Audi","A3",NA,"2001","230 000 km","1 595 cm3","Benzyna","101 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Czarny",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,"171 g/km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:784","PLN","6 999","Firmy","Osobowe","Audi","A3",NA,"2001","207 000 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Bordowy","Tak","Tak","U¿ywane",NA,"Niemcy",NA,NA,"Tak","Tak","Tak",NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:785","PLN","22 900","Firmy","Osobowe","Audi","S6","Avant 4.2 Quattro Tiptronic","2001","129 123 km","4 172 cm3","Benzyna","340 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Kombi","5","5","Czarny","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:786","PLN","5 500","Osoby prywatnej","Osobowe","Audi","A2","1.2 TDI","2001","278 697 km","1 191 cm3","Diesel","61 KM","Automatyczna",NA,NA,"Auta miejskie","5","4","Zielony","Tak","Tak","U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:787","PLN","9 900","Osoby prywatnej","Osobowe","Audi","A2",NA,"2001","101 800 km","1 400 cm3","Benzyna","75 KM","Manualna","Na przednie ko³a",NA,"Auta ma³e","5","4","Szary","Tak",NA,"U¿ywane",NA,NA,NA,NA,"Tak",NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:788","PLN","5 900","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","232 000 km","1 896 cm3","Diesel","90 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Srebrny",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:789","PLN","5 900","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","230 000 km","1 595 cm3","Benzyna","102 KM","Manualna",NA,NA,"Auta miejskie","3","5","Srebrny",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:790","PLN","6 600","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","286 000 km","1 896 cm3","Diesel","110 KM","Manualna","Na przednie ko³a",NA,"Kompakt","3","5","Niebieski","Tak",NA,"U¿ywane",NA,"Polska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:791","PLN","13 900","Osoby prywatnej","Osobowe","Audi","A8",NA,"2001","244 000 km","3 328 cm3","Diesel","224 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan","4","5","Czarny","Tak","Tak","U¿ywane",NA,"Niemcy","03/01/2002","WPL78SP",NA,NA,NA,NA,NA,NA,NA,NA,"D2 (1994-2002)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:792","PLN","13 999","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.6","2001","115 500 km","1 595 cm3","Benzyna","102 KM","Manualna",NA,NA,"Sedan","5",NA,"Szary",NA,NA,"U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:793","PLN","6 900","Firmy","Osobowe","Audi","A2","1.4","2001","280 500 km","1 390 cm3","Benzyna","75 KM","Manualna","Na przednie ko³a",NA,"Auta ma³e","5","5","Bordowy","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,"Tak","Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:794","PLN","10 500","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.5 TDI Quattro","2001","316 000 km","2 496 cm3","Diesel","180 KM","Manualna","4x4 (sta³y)",NA,"Sedan","5",NA,"Srebrny",NA,NA,"U¿ywane",NA,"Niemcy","12/04/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:795","PLN","8 500","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","265 000 km","1 781 cm3","Benzyna","149 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Inny kolor","Tak","Tak","U¿ywane",NA,"Niemcy","05/04/2001","DOL87164",NA,NA,NA,NA,"Tak",NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:796","PLN","12 000","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","274 482 km","2 393 cm3","Benzyna+LPG","164 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Srebrny","Tak","Tak","U¿ywane",NA,"Niemcy","19/04/2001","WF2960L",NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:797","PLN","7 000","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.0","2001","170 000 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Szary","Tak","Tak","U¿ywane",NA,NA,NA,"ELW79P9",NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,"190 g/km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:798","PLN","16 900","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","308 000 km","1 781 cm3","Benzyna+LPG","195 KM","Manualna",NA,NA,"Kombi","5",NA,"Czarny",NA,NA,"U¿ywane",NA,NA,"19/12/2001","LU906AM",NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:799","PLN","10 900","Osoby prywatnej","Osobowe","Audi","A4",NA,"2001","211 000 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Szary","Tak","Tak","U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:800","PLN","4 900","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","206 506 km","1 600 cm3","Benzyna","102 KM","Manualna",NA,NA,"Auta miejskie","3",NA,"Czarny",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:801","PLN","8 300","Firmy","Osobowe","Audi","A4","Avant 2.0","2001","188 700 km","1 984 cm3","Benzyna","130 KM","Manualna",NA,NA,"Kombi","5",NA,"Czarny","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:802","PLN","6 999","Osoby prywatnej","Osobowe","Audi","A2","1.4","2001","202 000 km","1 390 cm3","Benzyna","75 KM","Manualna","Na przednie ko³a",NA,"Auta ma³e","5","5","Czarny","Tak",NA,"U¿ywane",NA,"Niemcy",NA,"RVSC4040",NA,"Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:803","PLN","8 000","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.0","2001","298 800 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Szary",NA,NA,"U¿ywane",NA,"Szwecja",NA,"RLA 51078",NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:804","PLN","9 999","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","270 000 km","2 496 cm3","Diesel","180 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi","5","5","Srebrny","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,"Tak",NA,NA,NA,"Tak",NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:805","PLN","9 999","Firmy","Osobowe","Audi","A3",NA,"2001","194 000 km","1 800 cm3","Benzyna","125 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","5","5","Niebieski","Tak",NA,"U¿ywane",NA,"Szwajcaria",NA,NA,"Tak",NA,NA,NA,"Tak",NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:806","PLN","14 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.0 Multitronic","2001","139 800 km","1 984 cm3","Benzyna+LPG","130 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","5","5","Czarny","Tak","Tak","U¿ywane",NA,NA,"29/08/2001","ELA97W3",NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:807","PLN","8 000","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","306 000 km","1 800 cm3","Benzyna+LPG","125 KM","Manualna","Na przednie ko³a",NA,"Auta ma³e","3","5","Czarny","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:808","PLN","7 900","Osoby prywatnej","Osobowe","Audi","A4",NA,"2001","390 700 km","1 984 cm3","Benzyna+LPG","131 KM","Manualna","Na przednie ko³a",NA,"Sedan","4",NA,"Czarny",NA,"Tak","U¿ywane",NA,"Niemcy","13/12/2001",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:809","PLN","8 200","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","251 000 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Srebrny",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:810","PLN","6 700","Osoby prywatnej","Osobowe","Audi","A4","2.0","2001","247 000 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Szary","Tak",NA,"U¿ywane",NA,NA,"19/06/2001","SK79359",NA,"Tak",NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:811","PLN","9 900","Osoby prywatnej","Osobowe","Audi","A2","1.4","2001","217 200 km","1 390 cm3","Benzyna+LPG","75 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","5","5","Srebrny","Tak","Tak","U¿ywane",NA,NA,"27/08/2001","RJA-3822A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:812","PLN","10 999","Firmy","Osobowe","Audi","A3",NA,"2001","275 500 km","1 800 cm3","Benzyna","150 KM","Manualna","4x4 (do³¹czany automatycznie)",NA,"Auta miejskie","5","5","Czarny","Tak",NA,"U¿ywane",NA,"Szwajcaria",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:813","PLN","5 700","Firmy","Osobowe","Audi","A2","1.4 TDI","2001","323 600 km","1 422 cm3","Diesel","75 KM","Manualna","Na przednie ko³a",NA,"Auta ma³e","5","5","Czarny",NA,"Tak","U¿ywane","Tak",NA,"30/01/2001","SD3762G",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:814","PLN","6 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.0 Multitronic","2001","285 000 km","1 984 cm3","Benzyna","130 KM","Automatyczna","Na przednie ko³a",NA,"Kombi","5","5","Czarny",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:815","PLN","29 999","Firmy","Osobowe","Audi","S8",NA,"2001","400 386 km","4 172 cm3","Benzyna","360 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan","4","5","Czarny","Tak","Tak","U¿ywane",NA,NA,"30/07/2001","ZST49273","Tak","Tak","Tak",NA,"Tak",NA,NA,NA,"D2 (1994-2002)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:816","PLN","8 900","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","243 000 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Czarny",NA,NA,"U¿ywane",NA,"Niemcy",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:817","PLN","16 800","Firmy","Osobowe","Audi","TT",NA,"2001","202 000 km","1 800 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Kabriolet","2","2","Czarny","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,"Tak","Tak","Tak",NA,"Tak",NA,NA,"Tak","8N (1998-2006)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:818","PLN","2 850","Firmy","Osobowe","Audi","A6",NA,"2001","208 000 km","2 496 cm3","Diesel","155 KM","Automatyczna",NA,NA,"Sedan","4","5","Szary","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:819","PLN","8 899","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","246 000 km","2 393 cm3","Benzyna+LPG","164 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","4","5","Srebrny",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:820","PLN","7 900","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","250 000 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","3","5","Czarny","Tak","Tak","U¿ywane",NA,"Niemcy",NA,NA,"Tak",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:821","PLN","13 900","Firmy","Osobowe","Audi","A4","Avant 2.0","2001","270 000 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Fioletowy","Tak","Tak","U¿ywane",NA,"W³ochy","14/12/2001","RPR41961",NA,"Tak",NA,NA,"Tak",NA,NA,"Tak","B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:822","PLN","9 000","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.0","2001","283 000 km","1 984 cm3","Benzyna","130 KM","Automatyczna","Na przednie ko³a",NA,"Kombi","5","5","Inny kolor",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:823","PLN","10 700","Osoby prywatnej","Osobowe","Audi","A4",NA,"2001","282 347 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Szary","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:824","PLN","6 800","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","265 000 km",NA,"Diesel",NA,NA,NA,NA,"Auta ma³e",NA,NA,"Srebrny",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,"WAUZZZ8L12A048116",NA,NA,NA,NA
"1:825","PLN","1 990","Firmy","Osobowe","Audi","A3","1.6 Ambition","2001","239 000 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","3","5","Srebrny",NA,NA,"U¿ywane",NA,NA,"16/03/2001","PZM97",NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:826","PLN","8 000","Osoby prywatnej","Osobowe","Audi","A4",NA,"2001","295 000 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Inny kolor",NA,"Tak","U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:827","PLN","13 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.9 TDI","2001","189 543 km","1 896 cm3","Diesel","100 KM","Manualna","Na przednie ko³a",NA,"Kombi","5",NA,"Z³oty","Tak","Tak","U¿ywane",NA,"Polska","14/04/2006",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:828","PLN","9 700","Firmy","Osobowe","Audi","A3",NA,"2001","180 000 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Czarny",NA,NA,"U¿ywane",NA,"Niemcy",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:829","PLN","7 200","Osoby prywatnej","Osobowe","Audi","A3",NA,"2001","197 000 km","1 600 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","3","5","Czarny","Tak",NA,"U¿ywane","Tak","Niemcy",NA,NA,"Tak",NA,NA,NA,"Tak",NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:830","PLN","9 900","Firmy","Osobowe","Audi","A4","2.0","2001","230 000 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Niebieski","Tak",NA,"U¿ywane","Tak","Niemcy",NA,NA,"Tak","Tak","Tak",NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,"3 miesiêcy",NA,NA,NA,NA,NA,NA,NA
"1:831","PLN","13 900","Osoby prywatnej","Osobowe","Audi","A4","1.8T","2001","244 000 km","1 781 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Szary","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:832","PLN","8 500","Osoby prywatnej","Osobowe","Audi","A4","2.0","2001","305 000 km","1 984 cm3","Benzyna+LPG","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Czarny","Tak","Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:833","PLN","9 600","Osoby prywatnej","Osobowe","Audi","A2","1.4 TDI","2001","213 500 km","1 422 cm3","Diesel","75 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","5","5","Inny kolor",NA,NA,"U¿ywane",NA,"Polska","28/06/2001","ELAFU04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:834","PLN","11 500","Osoby prywatnej","Osobowe","Audi","A4","1.9 TDI","2001","250 000 km","1 896 cm3","Diesel","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Srebrny","Tak","Tak","U¿ywane",NA,"Polska",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:835","PLN","5 500","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","220 000 km","2 400 cm3","Benzyna","177 KM","Manualna",NA,NA,"Sedan","4",NA,"Szary",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:836","PLN","11 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.5 TDI Quattro","2001","340 000 km","2 496 cm3","Diesel","180 KM","Manualna","4x4 (do³¹czany automatycznie)",NA,"Sedan","5","5","Niebieski","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,"Tak","B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:837","PLN","9 600","Osoby prywatnej","Osobowe","Audi","A6",NA,"2001","204 178 km","2 393 cm3","Benzyna","170 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Szary","Tak","Tak","U¿ywane",NA,"Polska","26/11/2001","LB75198","Tak","Tak",NA,NA,"Tak",NA,NA,"Tak","C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:838","PLN","8 800","Osoby prywatnej","Osobowe","Audi","A4","2.5 TDI","2001","342 000 km","2 496 cm3","Diesel","155 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Inny kolor",NA,"Tak","U¿ywane","Tak",NA,"04/10/2001","STA57485",NA,NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,"184 g/km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:839","PLN","11 900","Osoby prywatnej","Osobowe","Audi","A4","2.0","2001","175 950 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Niebieski","Tak",NA,"U¿ywane",NA,"Niemcy","16/03/2001","RG1606",NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:840","PLN","9 500","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.9 TDI","2001","378 000 km","1 896 cm3","Diesel","130 KM","Manualna",NA,NA,"Sedan","5","5","Czarny",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:841","PLN","7 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.9 TDI","2001","304 000 km","1 896 cm3","Diesel","130 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Srebrny",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:842","PLN","12 000","Osoby prywatnej","Osobowe","Audi","A4","2.0","2001","232 388 km","1 984 cm3","Benzyna+LPG","130 KM","Manualna","Na przednie ko³a",NA,"Kombi","4","5","Srebrny","Tak","Tak","U¿ywane",NA,"Niemcy","23/04/2001","ELWFG82","Tak",NA,NA,NA,"Tak",NA,NA,NA,"B6 (2000-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
